@RELATION train_movement

@ATTRIBUTE time NUMERIC
@ATTRIBUTE r2 NUMERIC
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC
@ATTRIBUTE movement {moving,stopped}

@DATA
28.400000, 0.003825, -0.018143, 0.004793, 0.058929, moving
28.600000, 0.008174, -0.017342, -0.031959, -0.082775, moving
28.800000, 0.004007, 0.016259, -0.011720, -0.060048, moving
29.000000, 0.002782, -0.007867, -0.008679, -0.051432, moving
29.200000, 0.010960, -0.022414, -0.035666, -0.095841, moving
29.400000, 0.003984, -0.006109, -0.026871, -0.056788, moving
29.600000, 0.001085, -0.011519, -0.005105, -0.030442, moving
29.800000, 0.001237, 0.007076, 0.004245, -0.034193, moving
30.000000, 0.010484, -0.008898, -0.049485, -0.089199, moving
30.200000, 0.021213, -0.019662, -0.072484, -0.124790, moving
30.400000, 0.003725, 0.037030, -0.048441, -0.002655, moving
30.600000, 0.004703, 0.039793, -0.048258, -0.028124, moving
30.800000, 0.001872, 0.021563, -0.025498, 0.027518, moving
31.000000, 0.000795, 0.010654, -0.019348, 0.017525, moving
31.200000, 0.001147, 0.024568, -0.002228, 0.023207, moving
31.400000, 0.005579, 0.026332, -0.017111, 0.067769, moving
31.600000, 0.018636, 0.049947, 0.017834, 0.125791, moving
31.800000, 0.010308, 0.052944, 0.024254, 0.083168, moving
32.000000, 0.000680, 0.014451, -0.001953, 0.021622, moving
32.200000, 0.001480, 0.020417, -0.023938, -0.022147, moving
32.400000, 0.003227, 0.020566, -0.023391, 0.047510, moving
32.600000, 0.005202, -0.012308, -0.066569, 0.024877, moving
32.800000, 0.001008, 0.024639, -0.016321, -0.011615, moving
33.000000, 0.001844, -0.038389, -0.004098, -0.018789, moving
33.200000, 0.010145, 0.004816, -0.051206, -0.086601, moving
33.400000, 0.003383, -0.005730, -0.034346, 0.046584, moving
33.600000, 0.000203, 0.001183, -0.013907, 0.002892, moving
33.800000, 0.003922, 0.012936, -0.035376, -0.050030, moving
34.000000, 0.005241, -0.024916, -0.066192, 0.015445, moving
34.200000, 0.042205, -0.040359, -0.148407, -0.136205, moving
34.400000, 0.011104, 0.006797, -0.032662, 0.099957, moving
34.600000, 0.008483, -0.011200, -0.087352, 0.026967, moving
34.800000, 0.012397, -0.045451, -0.097828, -0.027589, moving
35.000000, 0.025584, -0.010057, -0.073861, -0.141517, moving
35.200000, 0.005567, -0.029850, -0.031843, 0.060513, moving
35.400000, 0.012292, -0.011282, -0.056336, -0.094819, moving
35.600000, 0.007650, -0.040079, -0.075164, 0.019844, moving
35.800000, 0.001786, 0.035014, -0.023420, -0.003392, moving
36.000000, 0.006333, -0.002631, 0.029940, 0.073686, moving
36.200000, 0.026347, -0.027904, -0.031385, -0.156790, moving
36.400000, 0.002626, -0.016186, -0.044982, -0.018453, moving
36.600000, 0.005036, 0.016051, 0.009626, 0.068455, moving
36.800000, 0.002977, -0.012792, 0.016605, 0.050373, moving
37.000000, 0.003482, -0.007684, -0.011556, -0.057356, moving
37.200000, 0.014707, -0.008906, -0.036135, -0.115420, moving
37.400000, 0.006256, 0.005744, 0.053332, 0.058125, moving
37.600000, 0.007104, 0.006062, 0.036630, -0.075666, moving
37.800000, 0.005070, 0.008764, -0.019220, -0.068000, moving
38.000000, 0.000813, 0.028096, 0.001158, -0.004771, moving
38.200000, 0.006632, -0.004071, 0.063635, 0.050651, moving
38.400000, 0.013926, -0.033782, 0.023412, -0.110618, moving
38.600000, 0.026663, -0.021235, -0.028516, -0.159370, moving
38.800000, 0.044203, -0.033426, -0.063271, -0.197693, moving
39.000000, 0.000383, -0.007854, 0.015000, 0.009796, moving
39.200000, 0.006503, 0.037724, 0.017541, 0.069079, moving
39.400000, 0.003173, 0.027607, 0.007803, -0.048480, moving
39.600000, 0.000672, 0.016437, 0.017869, 0.009069, moving
39.800000, 0.012358, 0.012331, 0.022293, 0.108209, moving
40.000000, 0.013071, 0.002157, 0.019495, 0.112634, moving
40.200000, 0.025189, 0.008914, -0.027289, 0.156093, moving
40.400000, 0.014544, -0.031586, -0.024759, 0.113724, moving
40.600000, 0.001912, 0.008797, 0.040333, 0.014434, moving
40.800000, 0.011913, 0.009731, -0.026158, -0.105516, moving
41.000000, 0.003947, 0.023078, -0.007121, -0.057999, moving
41.200000, 0.004872, 0.009106, 0.034609, 0.059931, moving
41.400000, 0.000437, -0.004276, 0.006822, 0.019279, moving
41.600000, 0.004235, 0.014275, 0.021608, 0.059698, moving
41.800000, 0.004235, 0.014275, 0.021608, 0.059698, moving
42.000000, 0.036998, -0.019952, 0.070617, 0.177800, moving
42.200000, 0.019756, 0.070554, 0.012443, -0.120925, moving
42.400000, 0.019756, 0.070554, 0.012443, -0.120925, moving
42.600000, 0.004291, 0.001050, 0.018887, 0.062714, moving
42.800000, 0.009398, -0.020536, -0.027940, -0.090531, moving
43.000000, 0.009398, -0.020536, -0.027940, -0.090531, moving
43.200000, 0.011370, 0.004869, -0.020303, -0.104565, moving
43.400000, 0.003292, 0.001159, 0.035381, 0.045155, moving
43.600000, 0.005930, 0.042946, 0.035888, 0.052889, moving
43.800000, 0.014967, 0.006139, -0.029702, -0.118521, moving
44.000000, 0.001435, 0.009069, 0.035693, -0.008888, moving
44.200000, 0.006624, 0.037483, 0.017261, 0.070153, moving
44.400000, 0.001815, 0.004164, 0.009567, -0.041302, moving
44.600000, 0.018729, -0.012125, -0.010825, -0.135886, moving
44.800000, 0.003736, -0.006047, -0.008263, -0.060263, moving
45.000000, 0.011885, 0.013227, 0.012032, -0.107540, moving
45.200000, 0.001565, -0.010090, 0.034631, -0.016258, moving
45.400000, 0.008084, -0.031930, -0.022507, -0.080981, moving
45.600000, 0.061441, -0.027475, -0.026638, -0.244901, moving
45.800000, 0.004669, -0.007140, -0.000742, -0.067949, moving
46.000000, 0.003544, 0.006380, -0.010816, 0.058196, moving
46.200000, 0.010560, -0.010064, 0.057789, 0.084376, moving
46.400000, 0.001530, 0.011283, -0.007932, -0.036599, moving
46.600000, 0.004973, -0.017310, -0.021518, -0.064891, moving
46.800000, 0.004841, -0.017322, -0.035965, -0.056985, moving
47.000000, 0.033317, 0.010662, 0.003207, 0.182190, moving
47.200000, 0.022256, -0.027456, 0.004950, 0.146553, moving
47.400000, 0.000988, -0.019794, 0.010931, -0.021831, moving
47.600000, 0.008256, 0.017247, 0.006015, -0.089006, moving
47.800000, 0.000335, -0.017480, -0.003349, -0.004216, moving
48.000000, 0.001312, 0.019667, -0.001089, 0.030397, moving
48.200000, 0.018094, -0.008363, 0.023479, 0.132186, moving
48.400000, 0.018028, 0.001786, 0.031399, 0.130535, moving
48.600000, 0.002795, -0.019503, -0.000661, 0.049131, moving
48.800000, 0.000236, -0.001301, 0.011234, -0.010416, moving
49.000000, 0.000319, -0.004163, 0.013534, 0.010901, moving
49.200000, 0.002994, -0.015702, -0.019129, 0.048797, moving
49.400000, 0.000464, -0.005821, -0.020698, -0.001212, moving
49.600000, 0.000733, -0.013771, -0.014455, -0.018289, moving
49.800000, 0.000603, 0.003671, -0.002294, -0.024169, moving
50.000000, 0.004808, -0.004296, -0.031351, -0.061694, moving
50.200000, 0.001334, -0.032424, -0.000180, -0.016822, moving
50.400000, 0.001023, -0.015256, -0.015251, -0.023626, moving
50.600000, 0.001341, -0.016612, -0.032625, 0.000749, moving
50.800000, 0.004179, -0.008976, -0.008284, 0.063478, moving
51.000000, 0.005330, 0.000207, 0.006079, 0.072751, moving
51.200000, 0.002999, 0.024785, -0.037791, 0.030928, moving
51.400000, 0.006263, 0.044431, -0.028562, -0.058934, moving
51.600000, 0.003356, 0.047857, -0.023911, 0.022223, decel
51.800000, 0.002734, 0.018380, -0.044938, -0.019403, decel
52.000000, 0.003575, 0.003156, -0.037525, -0.046438, decel
52.200000, 0.001149, -0.020907, -0.026214, 0.004960, decel
52.400000, 0.011977, -0.020024, 0.032141, 0.102678, decel
52.600000, 0.000449, -0.003455, -0.001130, 0.020869, decel
52.800000, 0.002574, -0.030336, -0.024522, -0.032434, decel
53.000000, 0.002664, 0.008131, 0.000578, 0.050967, decel
53.200000, 0.003680, 0.015007, 0.012099, 0.057515, decel
53.400000, 0.002616, 0.006757, -0.020179, -0.046512, decel
53.600000, 0.009023, 0.054296, -0.066420, -0.040784, decel
53.800000, 0.010626, -0.012665, 0.017620, 0.100771, decel
54.000000, 0.008954, -0.013030, 0.025234, 0.090262, decel
54.200000, 0.000864, -0.001880, -0.005659, 0.028791, decel
54.400000, 0.000011, -0.002294, -0.002384, 0.000338, decel
54.600000, 0.000142, -0.009242, -0.004801, -0.005804, decel
54.800000, 0.000684, 0.021130, -0.010826, 0.010961, decel
55.000000, 0.009445, 0.002738, -0.028313, -0.092928, decel
55.200000, 0.002055, 0.006419, -0.018024, -0.041099, decel
55.400000, 0.029375, 0.016763, 0.014422, 0.169958, decel
55.600000, 0.008329, -0.038635, 0.050118, 0.065762, decel
55.800000, 0.006315, -0.008531, -0.009918, -0.078385, decel
56.000000, 0.000258, -0.012790, -0.000512, 0.009678, decel
56.200000, 0.001122, 0.006191, -0.008670, -0.031756, decel
56.400000, 0.001668, -0.022914, -0.001455, -0.033775, decel
56.600000, 0.001309, -0.023419, -0.015514, 0.022809, decel
56.800000, 0.001920, -0.021066, -0.032454, -0.020561, decel
57.000000, 0.003101, -0.020854, -0.035157, -0.037813, decel
57.200000, 0.001396, 0.000307, 0.000637, -0.037363, decel
57.400000, 0.000965, 0.010449, 0.019339, 0.021943, decel
57.600000, 0.006662, 0.014964, 0.012705, 0.079227, decel
57.800000, 0.000156, -0.011170, 0.005278, -0.001846, decel
58.000000, 0.010024, -0.019988, -0.001029, -0.098100, decel
58.200000, 0.000169, 0.009512, -0.008306, 0.003066, decel
58.400000, 0.002093, -0.014734, 0.016325, 0.040116, decel
58.600000, 0.001553, -0.009378, -0.029246, -0.024697, decel
58.800000, 0.001823, -0.015153, -0.023152, -0.032511, decel
59.000000, 0.004988, -0.016803, -0.041668, -0.054494, decel
59.200000, 0.000081, -0.003787, 0.002346, -0.007797, decel
