r2, X, Y, Z
0.004127, 0.001223, 0.062650, 0.014158
0.467687, -0.133727, -0.523918, 0.418706
0.023920, -0.017888, 0.040894, -0.148079
0.006375, -0.000444, -0.066120, 0.044755
0.000833, -0.024333, -0.015535, -0.000211
1.195628, -0.066482, -0.817665, 0.722933
0.570670, -0.283493, -0.675309, 0.185095
0.134337, -0.303480, -0.071272, 0.192763
0.145894, 0.318108, 0.166626, -0.130143
0.360632, 0.491593, -0.328034, -0.106595
0.005247, -0.007273, -0.015134, 0.070466
0.000557, -0.001633, 0.013327, -0.019416
0.000183, 0.007018, -0.001238, -0.011494
0.000676, 0.004187, -0.018684, -0.017596
0.000183, 0.009557, -0.008278, -0.004774
0.001128, 0.026722, 0.000467, -0.020344
0.001424, -0.016759, -0.032957, -0.007542
0.001318, -0.032849, -0.006131, -0.014199
0.001139, -0.008128, -0.025170, -0.020964
0.420610, 0.085739, 0.642478, 0.021912
0.003440, -0.013727, 0.056848, -0.004408
0.001647, 0.003402, -0.002900, -0.040337
1.785048, -0.728025, 0.642792, -0.917521
0.131264, -0.050811, 0.171575, 0.315030
0.000812, 0.022952, 0.003242, -0.016575
0.000881, 0.008166, 0.009194, 0.027008
0.542469, -0.290006, 0.624809, 0.260730
0.007025, -0.056981, 0.041710, 0.045151
0.001320, 0.010860, 0.010244, -0.033120
0.000574, 0.011565, 0.013745, 0.015860
0.000880, 0.025040, -0.010722, 0.011741
0.001894, 0.040101, -0.010057, -0.013586
0.007246, 0.000566, 0.070890, -0.047117
0.083701, 0.011541, -0.288616, -0.016379
0.009219, -0.026244, -0.005084, 0.092221
0.000800, -0.000889, -0.003834, -0.028009
0.000120, 0.004074, -0.004077, -0.009290
0.002032, -0.033120, -0.026381, 0.015469
0.000068, 0.004113, -0.000355, -0.007167
0.000189, 0.012623, -0.001486, -0.005255
0.000432, 0.017569, 0.000374, -0.011079
0.001221, 0.002223, 0.002266, -0.034804
0.000759, 0.010405, -0.015659, -0.020145
0.005705, -0.024622, -0.019710, -0.068633
0.002099, -0.022826, 0.009505, -0.038565
0.000181, 0.001281, -0.000831, -0.013355
0.000350, 0.009059, -0.000294, -0.016365
0.000092, 0.004642, 0.000248, -0.008381
0.000716, -0.012323, 0.004336, -0.023350
0.000179, 0.004090, 0.001025, -0.012701
0.000093, 0.007462, 0.003321, -0.005119
0.000114, -0.004577, -0.000514, -0.009652
0.000127, -0.005296, 0.004551, -0.008866
0.000147, 0.003891, -0.000868, -0.011445
0.104648, -0.070174, 0.095081, 0.301136
0.115856, 0.315112, 0.128637, 0.003532
0.038511, -0.079902, 0.079254, -0.160764
0.011138, -0.017270, 0.104108, -0.000924
0.022982, -0.012649, 0.043854, 0.144565
0.000197, 0.004246, 0.003737, -0.012831
0.000194, 0.001495, 0.000562, -0.013850
0.000124, 0.002212, 0.000378, -0.010924
0.000086, 0.002157, -0.000860, -0.008996
0.000237, 0.004378, -0.000981, -0.014737
0.000171, 0.005571, 0.000695, -0.011803
0.000230, 0.003379, 0.000802, -0.014752
0.000128, 0.002985, -0.000773, -0.010897
0.000294, 0.002961, 0.002572, -0.016706
0.000286, 0.002227, 0.000904, -0.016733
0.000314, 0.000013, -0.000228, -0.017723
0.000233, 0.003050, 0.002395, -0.014759
0.000235, 0.004008, -0.001278, -0.014748
0.000228, 0.002121, -0.002225, -0.014795
0.000223, 0.001822, -0.000110, -0.014811
0.000195, 0.001928, 0.000554, -0.013837
0.000131, 0.003407, 0.000785, -0.010896
0.000159, 0.002606, -0.003375, -0.011880
0.000150, 0.003073, 0.000619, -0.011859
0.001283, 0.010408, -0.005741, -0.033795
0.302349, 0.159115, -0.008085, -0.526276
0.059948, 0.080858, 0.211294, 0.093618
0.111389, 0.005972, 0.195858, 0.270172
0.072955, -0.018814, -0.118270, -0.242102
0.000349, -0.008515, -0.006045, -0.015485
0.001326, -0.008549, -0.022974, 0.026934
0.001660, 0.001111, -0.009399, -0.039626
0.000657, 0.002072, -0.001704, -0.025489
0.002802, -0.040202, 0.031036, 0.014918
