r2, X, Y, Z,,
0.003465,-0.056216,0.007713,-0.015654,,
0.020591,-0.027931,0.098937,0.100112,,
0.001033,-0.023974,-0.005613,0.020652,,
0.013134,-0.084517,0.050737,0.058451,,
0.00207,0.038936,-0.023521,0.000971,,
0.001222,-0.02666,0.008268,0.02105,,
0.002967,0.046475,-0.027829,-0.00572,,
0.003848,0.061096,-0.008883,-0.006032,,
0.003915,-0.045345,-0.0391,-0.018169,,
0.00053,-0.007713,0.019172,0.010169,,
0.002943,-0.023446,0.046072,0.016454,,
0.002153,-0.036501,-0.000049,0.02865,,
0.002253,0.043395,0.017854,-0.007178,,
0.007834,0.069841,-0.040425,-0.036361,,
0.002837,0.053252,-0.000482,-0.00106,,
0.001981,-0.02989,0.013905,0.029903,,
0.005963,-0.070104,-0.022341,-0.023446,,
0.002383,0.008059,0.017655,-0.044795,,
0.008471,-0.019004,0.042284,0.07951,,
0.014075,0.018685,-0.111392,-0.036299,,
0.000328,0.016868,0.006597,0.000549,0, Decelerating
0.0004,-0.015212,-0.005065,-0.011943,,
0.000513,-0.008613,-0.01126,-0.01766,,
0.000171,0.011709,-0.00453,-0.003723,,
0.001523,-0.032243,-0.021331,0.005358,,
0.003618,-0.052657,0.027787,-0.008572,,
0.011078,-0.026891,0.018963,0.099978,,
0.009131,-0.083587,0.001704,-0.046276,,
0.00352,-0.003901,-0.015409,-0.057163,,
0.004693,0.004176,0.046662,0.049985,,
0.008582,-0.013983,-0.020729,-0.089198,,
0.003941,0.025424,-0.019927,-0.053828,,
0.002671,0.00391,0.038243,-0.034541,,
0.008223,0.005423,-0.001216,-0.090511,,
0.004195,-0.002525,0.007273,0.064312,,
0.001017,0.006935,0.013517,0.028045,,
0.00089,0.027277,-0.002852,-0.011728,,
0.009562,0.002689,-0.019393,-0.095804,,
0.001834,0.032988,-0.01614,-0.022022,,
0.001567,0.01615,-0.019624,0.030351,,
0.006709,0.026137,-0.064084,-0.043803,,
0.001923,0.022481,-0.032658,-0.018747,,
0.000414,0.005939,-0.015728,0.011479,,
0.000133,0.002845,0.000388,-0.011161,,
0.000764,0.016384,0.019505,0.010746,,
0.000604,-0.011465,-0.013196,-0.017282,,
0.016126,-0.003232,-0.05943,-0.112178,,
0.001358,0.002835,0.008598,0.035727,,
0.007521,-0.003259,-0.001963,-0.086639,,
0.005957,-0.019169,0.008508,0.074277,,
0.047851,-0.025114,0.046817,0.2122,,
0.006844,-0.044871,-0.035225,-0.059915,,
0.005017,0.025822,-0.001943,-0.065926,,
0.000329,0.002156,0.006182,-0.016927,,
0.001917,-0.028479,-0.014253,0.030042,,
0.010567,-0.009751,0.015469,0.101158,,
0.008106,0.009309,0.018148,0.087693,,
0.000794,-0.025978,0.005357,0.009519,,
0.006348,-0.00349,-0.005319,-0.079418,,
0.004875,0.018156,-0.015415,-0.065636,,
0.000069,-0.008099,-0.001811,-0.000067,,
0.004556,0.006353,-0.021613,-0.063628,,
0.009389,-0.018098,-0.036163,-0.088055,,
0.001478,-0.003559,-0.007675,-0.037508,,
0.001122,0.033491,-0.00011,0.000309,,
0.001624,-0.013799,-0.001776,-0.037826,,
0.000336,-0.006572,0.015326,-0.007593,,
0.000343,0.008159,-0.004901,-0.015894,,
0.006066,0.016876,0.019867,0.073394,,
0.005716,-0.013442,-0.011207,-0.073553,,
0.007006,-0.020654,-0.014541,-0.079801,,
0.001651,-0.007785,-0.000775,-0.039869,,
0.000434,-0.011582,-0.003633,-0.016917,,
0.003775,-0.005307,-0.016358,-0.058988,,
0.058626,0.203588,-0.115945,-0.061112,,
0.002711,0.046637,-0.014105,-0.018369,0, Stopped
0.000294,0.011138,-0.012019,0.005079,,
0.000337,-0.008469,-0.013213,-0.00951,,
0.000339,0.006197,-0.008955,-0.014845,,
0.00123,-0.008405,-0.019531,-0.027882,,
0.000805,-0.026038,-0.003397,0.010745,,
0.000721,-0.019384,-0.016366,-0.008818,,
0.000403,0.006595,-0.004619,-0.018398,,
0.00004,0.001446,-0.006132,-0.000767,,
0.000229,0.005248,-0.010709,-0.009303,,
0.000343,-0.002977,-0.016069,-0.008716,,
0.000099,-0.000451,-0.004424,-0.008914,,
0.000125,-0.00007,-0.011098,-0.001417,,
0.000707,0.001025,-0.009136,-0.024959,,
0.001547,0.003632,-0.010975,-0.037595,,
0.000276,-0.001965,-0.012884,-0.010311,,
0.000979,-0.007122,-0.010555,-0.028576,,
0.000099,0.00477,-0.001032,-0.008693,,
0.000419,-0.012313,-0.01083,-0.012259,,
0.000164,-0.000498,-0.006397,-0.011087,,
0.000431,0.006189,-0.002949,-0.019596,,
0.000142,0.002999,0.000652,-0.011498,,
0.000099,-0.0033,-0.005346,-0.007713,,
0.00027,-0.006811,-0.014225,-0.004577,,
0.000215,0.004402,-0.009478,-0.0103,,
0.000522,0.007992,-0.001611,-0.021348,,
0.000092,0.000366,-0.009392,-0.001797,,
0.000309,-0.001613,-0.001737,-0.017432,,
0.000325,0.000243,-0.008412,-0.015944,,
0.000127,0.003899,-0.008453,-0.006388,,
0.000344,0.008201,-0.005663,-0.015637,,
0.000676,-0.003601,-0.010348,-0.023588,,
0.000031,-0.002001,0.001608,-0.004924,,
0.146309,0.194265,0.301366,-0.133225,,
0.008707,0.088146,-0.023439,-0.019695,,
0.213763,0.437363,-0.00086,0.149922,,
0.020306,-0.105551,0.007683,0.095427,,
0.249189,0.198659,0.434645,0.144248,,
0.001393,-0.013194,-0.00718,0.034163,,
0.012687,-0.091736,-0.014503,-0.063727,,
0.001025,0.010309,0.002359,-0.030219,,
0.000638,-0.023634,-0.005072,-0.007313,,
0.002343,-0.00385,0.006227,-0.047846,,
0.000229,-0.010061,-0.002576,-0.011005,,
0.00521,0.045905,-0.053582,0.015235,,
0.000258,0.006059,-0.011358,-0.009629,,
0.000135,-0.002634,-0.004572,-0.010354,,
0.000293,-0.007592,-0.003409,-0.014964,,
0.000272,0.003391,-0.001512,-0.016059,,
0.000499,-0.010264,-0.009148,-0.017604,,
0.008809,-0.033955,0.012443,-0.086612,,
0.000346,-0.005548,-0.006984,-0.01632,,
0.000265,-0.011774,-0.006441,-0.00922,,
0.000299,0.001185,-0.006096,-0.016125,,
0.000104,-0.005507,-0.002933,-0.008063,,
0.000377,-0.008363,-0.002597,-0.017327,,
0.000452,-0.00224,-0.00589,-0.020296,0, Accelerating
0.000529,-0.005584,0.011208,0.019287,,
0.000985,-0.000132,-0.001295,-0.031362,,
0.002171,0.044267,-0.014317,0.002617,,
0.000229,-0.002082,-0.01227,-0.008619,,
0.00073,-0.00554,-0.015954,-0.021093,,
0.000108,-0.00179,-0.006607,0.007794,,
0.000024,0.004015,-0.00251,-0.001193,,
0.000846,0.004428,-0.012813,-0.025741,,
0.003473,0.012615,-0.001422,-0.057548,,
0.014094,-0.106632,0.013523,0.050408,,
0.007424,-0.031386,-0.004264,-0.080129,,
0.001854,-0.015454,0.014482,0.037494,,
0.009057,-0.011093,0.00304,-0.094473,,
0.001794,0.008503,0.030125,-0.02853,,
0.006437,0.041373,-0.018798,-0.066122,,
0.004313,0.00981,0.015248,-0.063117,,
0.000571,-0.001718,0.013674,0.019527,,
0.000244,-0.008414,0.001824,0.013027,,
0.000683,-0.004671,0.002982,-0.025531,,
0.003565,-0.034858,-0.028378,-0.039306,,
0.0025,-0.003521,0.002997,-0.049783,,
0.001384,0.017686,-0.030068,0.012908,,
0.000278,0.01268,0.000266,0.010831,,
0.000036,-0.002396,-0.005478,0.000724,,
0.000118,-0.008413,0.005006,-0.004662,,
0.000151,0.009938,0.004554,0.005618,,
0.035296,-0.024009,0.114785,0.146778,,
0.003589,-0.052964,-0.024832,-0.012935,,
0.000175,-0.00137,0.00247,0.012911,,
0.000237,0.014076,0.006082,-0.00152,,
0.00353,0.030049,0.002481,0.051197,,
0.005904,-0.013736,-0.011624,-0.074698,,
0.001626,-0.038612,-0.011619,-0.000558,,
0.001654,0.009744,0.020466,0.033759,,
0.001574,0.017823,0.009722,-0.034086,,
0.000198,-0.007949,-0.003785,0.010989,,
0.005662,-0.047316,-0.026772,-0.052019,,
0.00266,-0.022056,0.046163,0.00649,,
0.001193,-0.009943,0.006862,-0.032353,,
0.00159,-0.031391,-0.020354,0.013811,,
0.002552,-0.006133,-0.014173,-0.048099,,
0.002595,0.039797,0.028042,0.014985,,
0.001389,0.016655,-0.000818,-0.033334,,
0.00025,-0.009434,0.001461,0.012591,,
0.005763,0.005897,-0.024088,-0.071751,,
0.001188,0.014192,0.010341,0.029666,,
0.000607,0.012709,0.013175,0.016475,,
0.002364,0.045264,-0.016205,0.007274,,
0.006142,-0.07402,-0.015215,-0.020784,,
0.158941,-0.27837,0.227719,0.172034,,
0.007989,0.032873,0.079297,-0.024916,,
0.065968,-0.002078,0.014273,-0.256437,,
0.130117,0.206384,0.239058,0.174281,,
0.023023,0.069637,0.132562,-0.024518,,
0.015137,0.100738,-0.013058,-0.069418,,
0.042769,-0.168115,-0.010672,-0.119968,,
0.015521,0.118121,0.039192,-0.005664,,
0.001761,-0.014908,-0.021802,0.032615,,
0.001148,-0.026799,-0.02049,0.003089,,
0.00135,-0.024604,-0.027282,-0.000762,,
0.000191,-0.001175,0.01353,-0.002541,,
0.002609,-0.040978,-0.022063,-0.021042,,
0.001417,0.013221,0.025394,0.02445,,
0.000643,-0.003734,0.020542,-0.014394,,
1.235413,-0.720607,-0.356623,-0.767436,,
2.555801,-0.965207,0.747624,1.032102,,
2.602921,-0.59267,-0.996757,-1.121668,,
0.001807,0.020646,-0.031305,0.020021,,
0.013767,0.062927,0.005305,-0.09889,,
0.000863,0.019321,0.012614,-0.018184,,
0.001858,-0.035497,0.004877,-0.023969,,
0.000151,-0.009227,0.001829,-0.00793,,
0.000317,0.016952,0.000851,-0.005365,,
0.014325,-0.041171,-0.043267,0.103718,,
0.002065,-0.008801,-0.003422,-0.044455,,
0.005664,-0.069054,0.012852,-0.027027,,
0.004368,0.058919,0.026878,0.013205,,
0.003366,-0.019407,-0.031497,0.044685,,
0.001022,0.019611,-0.020664,0.014491,,
0.000353,0.010521,0.001087,-0.015529,,
0.000243,0.001175,-0.012923,-0.008651,,
0.000284,-0.011276,0.006922,0.010441,,
0.003763,-0.021894,-0.026339,-0.050886,,
0.003214,0.013934,0.038578,-0.039131,0,Max?
0.001902,-0.01055,-0.016732,-0.03887,,
0.000237,0.01455,0.00327,-0.003854,,
0.000269,-0.003687,-0.000518,0.015969,,
0.005048,-0.025506,-0.03372,-0.057098,,
0.000603,0.008021,-0.00422,0.02282,,
0.003494,0.02434,0.038997,0.037158,,
0.000654,-0.023873,-0.009183,0.000388,,
0.005054,-0.031645,-0.049971,-0.039435,,
0.002164,0.012064,-0.015407,0.042203,,
0.001117,0.012593,-0.010135,0.029259,,
0.001978,-0.009911,-0.005085,-0.043061,,
0.000458,-0.001067,0.010325,-0.018707,,
0.001804,-0.029261,-0.030694,-0.002395,,
0.000622,0.012133,0.015685,-0.015118,,
0.001482,-0.009699,-0.019423,-0.031787,,
0.000936,0.015173,-0.00433,-0.026204,,
0.007287,-0.030762,-0.019676,-0.077158,,
0.002147,0.02131,0.008803,-0.040187,,
0.011517,-0.012271,0.006082,-0.106441,,
0.00214,-0.024415,-0.020974,-0.033226,,
0.000688,-0.02351,0.00965,-0.006493,,
0.006602,0.061513,-0.002529,-0.05303,,
0.001844,0.018226,0.010917,0.037312,,
0.000666,-0.022575,-0.01199,0.003536,,
0.015309,-0.038001,-0.051031,-0.106116,,
0.001344,-0.029543,-0.0188,-0.010842,,
0.000958,0.027871,-0.01203,0.006004,,
0.00211,0.019186,0.041711,-0.001408,,
0.013756,-0.063056,-0.040541,-0.090203,,
0.006784,0.019511,0.033638,0.072608,,
0.012366,-0.045375,-0.020969,-0.099333,,
0.010952,-0.053897,-0.075804,-0.047971,,
0.009611,0.054274,0.081136,0.009067,,
0.000471,-0.004226,-0.021256,0.001166,,
0.006308,-0.021007,-0.061906,-0.045102,,
0.011876,0.029613,0.091897,0.050541,,
0.001469,0.029621,0.004207,-0.023951,,
0.01289,-0.037753,-0.065937,-0.08436,,
0.001627,0.013624,0.026647,0.027049,,
0.011844,-0.04459,-0.01801,-0.097628,,
0.001964,0.021842,-0.023104,0.03087,,
0.001427,0.01597,0.005992,0.033702,,
0.007788,-0.032085,-0.038677,-0.072542,,
0.001677,0.007884,-0.018384,-0.035731,,
0.000978,-0.007251,-0.027861,0.012206,,
0.001718,-0.008577,-0.009916,-0.039325,,
0.000574,0.020177,0.001371,-0.012848,,
0.002705,0.015062,-0.000922,-0.049775,,
0.003233,-0.014715,0.010607,-0.053891,,
0.000937,-0.003715,-0.02949,-0.00731,,
0.001649,0.012928,-0.007936,0.037671,,
0.003901,0.055524,-0.007107,0.027708,,
0.000373,-0.012975,-0.013532,0.004637,,
0.004537,0.017788,-0.012018,0.063842,,
0.002662,-0.008547,0.003024,-0.050792,,
0.003321,0.02564,-0.025447,0.044898,,
0.002063,-0.01141,-0.005619,-0.043606,,
0.000277,-0.007669,-0.014748,0.000923,,
0.003093,0.026921,0.017939,-0.045236,,
0.001724,-0.009129,-0.002989,-0.040394,,
0.005684,-0.069176,-0.013647,-0.026686,,
0.004083,-0.002692,0.017609,-0.061363,,
0.001612,-0.006363,-0.011864,0.037829,,
0.007677,-0.006742,0.013792,-0.086262,,
0.000804,-0.013348,0.009615,-0.023096,,
0.011289,0.006243,0.016562,0.104766,,
0.002743,0.041456,0.031589,0.005195,,
0.000459,-0.00136,-0.018094,-0.011407,,
0.004361,0.016211,-0.024485,-0.059152,,
0.00194,0.008834,0.026666,0.033925,,
0.000172,-0.004977,-0.007987,0.009138,,
0.000184,-0.012138,-0.003815,0.004666,,
0.000405,-0.011675,-0.016379,-0.000023,,
0.001192,0.01055,0.008654,-0.031717,,
0.006734,-0.021995,-0.029402,-0.07339,,
0.001018,-0.004803,-0.029774,-0.010435,,
0.000461,-0.002319,0.012498,0.017315,,
0.001413,-0.026708,-0.011758,-0.023703,,
0.002428,-0.001132,0.000789,0.049255,,
0.000736,-0.012768,0.007233,0.022817,,
0.002494,-0.010737,-0.014699,0.046502,,
0.003482,0.050088,0.030875,-0.004504,,
0.002319,0.045246,0.000574,0.016463,,
0.009779,-0.039294,-0.049255,-0.07622,,
0.002289,-0.017406,-0.030156,-0.032812,,
0.002396,0.002827,-0.018141,-0.045379,,
0.000206,-0.012695,0.005687,0.003599,,
0.000148,-0.003064,0.011774,0.000545,,
0.000099,0.009567,-0.001111,0.002437,,
0.000972,-0.015248,-0.023861,-0.013037,,
0.00018,0.010654,-0.005532,-0.005995,,
0.000752,0.022816,-0.009712,-0.011706,,
0.000269,-0.008418,0.013264,0.004692,,
0.000443,-0.01341,-0.003571,0.015817,,
0.00041,-0.009565,-0.010093,-0.014718,,
0.013588,0.016239,0.02071,0.113557,,
0.001502,0.020291,0.031812,-0.008858,,
0.000896,-0.025639,-0.004518,0.014782,,
0.001422,0.027274,0.024017,-0.010048,,
0.004521,0.026068,0.011226,0.060952,,
0.001252,-0.022289,-0.016837,0.02171,,
0.010955,0.000903,-0.049233,-0.092357,,
0.001391,0.023397,-0.005532,-0.028519,,
0.001853,0.003116,-0.017269,-0.039305,,
0.04869,-0.161455,-0.042414,-0.144303,,
0.021887,-0.005162,0.064871,-0.13286,,
0.05963,0.149087,0.187822,0.046111,,
0.110058,-0.173913,-0.113286,-0.258804,,
0.0181,0.056228,-0.013667,-0.121455,,
0.001346,0.030285,0.002429,0.020565,,
0.007255,0.075335,-0.034869,0.01906,,
0.004383,-0.022823,-0.007381,-0.061709,,
0.002622,-0.02517,-0.01832,-0.04065,,
0.010941,-0.013966,-0.016315,-0.102372,,
0.001973,0.023691,-0.006287,0.037037,,
0.00236,-0.029547,-0.032535,-0.020689,,
0.000466,-0.003608,0.014337,-0.015731,,
0.001906,0.02125,0.015684,0.034769,,
0.00154,-0.019753,-0.010593,-0.032212,,
0.000097,-0.002356,0.009494,-0.001113,,
0.002174,-0.021705,-0.026226,-0.031866,,
0.007295,0.006745,0.000246,-0.085144,,
0.001566,-0.029076,-0.026845,-0.000568,,
0.001178,-0.024845,0.006352,-0.022811,,
0.005316,0.067348,0.016623,-0.022447,,
0.00012,-0.002874,-0.00985,-0.003831,,
0.001288,-0.034336,0.001337,-0.010347,,
0.002735,0.025083,-0.011585,-0.044398,,
0.000088,0.009208,-0.00052,0.001804,,
0.000723,0.015642,-0.021852,-0.00109,,
0.018118,0.027432,0.107847,0.075727,,
0.019321,0.098791,-0.09168,-0.034005,,
0.033413,-0.091509,0.155611,-0.028704,,
0.031716,-0.0396,-0.031731,-0.170707,,
0.002294,-0.019925,-0.019334,-0.039028,,
0.002003,-0.029575,-0.00375,-0.033377,0, Decelerating
0.023315,0.10289,-0.014948,0.111825,,
0.002126,-0.018573,-0.02578,-0.033417,,
0.007776,0.043628,0.015485,-0.075054,,
0.004853,-0.03045,-0.012793,0.061338,,
0.0019,0.007645,-0.021922,-0.036885,,
0.002383,0.04359,-0.010157,-0.019495,,
0.004776,-0.00979,-0.019717,-0.065506,,
0.001463,-0.015384,-0.005896,-0.034519,,
0.003912,0.015991,-0.015725,-0.058391,,
0.00089,0.006141,-0.002576,0.029083,,
0.011306,-0.009279,-0.014621,-0.104911,,
0.000522,0.021488,0.004998,-0.005908,,
0.003153,-0.039181,0.00319,0.04009,,
0.000137,0.010458,0.001346,0.005099,,
0.000997,0.005886,-0.019164,-0.024399,,
0.001304,-0.008607,-0.006298,-0.034504,,
0.011789,-0.06024,-0.031004,-0.084847,,
0.001489,0.000886,-0.028196,-0.02632,,
0.010359,-0.027493,-0.037107,-0.090697,,
0.000028,0.002229,0.004745,-0.000304,,
0.000954,-0.022718,0.016033,-0.013436,,
0.000896,-0.011314,0.015811,0.022759,,
0.000908,0.015467,-0.004902,-0.025392,,
0.031833,0.146194,-0.054748,0.08639,0, Stopped
0.0161,0.026067,-0.019547,-0.122631,,
0.000864,0.019981,-0.004791,-0.021014,,
0.000645,-0.000351,-0.024376,0.007124,,
0.000291,-0.001944,0.014935,-0.008032,,
0.000229,0.006494,0.004523,-0.012898,,
0.000696,-0.003064,0.009629,-0.024362,,
0.001037,-0.017409,-0.004683,-0.026674,,
0.001169,-0.020322,-0.012861,-0.024293,,
0.000895,-0.019571,-0.000875,-0.022618,,
0.000166,-0.002629,-0.006674,-0.010704,,
0.004289,0.022517,0.003267,-0.061412,,
0.000288,0.005779,-0.01488,-0.005799,,
0.001645,-0.002505,0.012167,-0.038607,,
0.000412,0.012599,-0.007433,-0.014084,,
0.001887,-0.040919,-0.005884,0.01335,,
0.029459,-0.098853,-0.000491,-0.140311,,
0.201285,0.31251,0.162577,0.277834,,
0.508351,0.625884,0.32542,0.103552,,
0.137938,0.166793,0.083191,-0.321243,,
0.105926,0.23527,0.084694,0.208329,,
0.004563,0.067278,-0.003189,-0.005111,,
0.008199,-0.078017,-0.044749,0.010501,,
0.002759,-0.032518,0.00461,-0.040989,,
0.001571,0.033905,0.009828,-0.018011,,
0.000217,0.003502,-0.000122,-0.014323,,
0.001736,0.029276,-0.028508,0.008136,,
0.000279,0.001688,-0.001275,-0.016561,,
0.000214,0.011841,-0.005027,-0.006974,,
0.000264,0.00086,-0.007212,-0.014541,,
0.00033,0.007923,-0.010129,-0.012848,,
0.001099,-0.022955,-0.021636,0.010219,,
0.000597,0.009295,-0.00024,-0.022597,,
0.000887,-0.009911,-0.007978,0.026924,,
0.000141,0.006736,-0.005495,-0.008084,,
0.000297,0.006971,-0.007581,-0.013829,,
0.001156,-0.002335,-0.005951,-0.033389,,
0.000269,0.004536,-0.003606,-0.015339,,
0.000558,0.00091,-0.017028,-0.016345,,
0.005086,-0.012796,-0.015688,-0.068384,,
0.045454,0.174938,0.112145,-0.047692,,
0.004134,-0.030791,-0.024901,-0.050658,,
0.03428,0.027627,-0.048425,-0.176556,,
0.034929,0.022313,0.017343,0.184745,,
0.011978,-0.026289,-0.045803,-0.095857,,
0.010125,0.076786,0.011277,0.064045,,
0.010574,0.046004,0.085018,0.03506,,
0.007415,-0.0144,0.005342,0.084727,,
0.042535,-0.029398,0.018739,0.203272,,
0.018143,-0.053499,-0.087881,-0.086937,,
0.004374,-0.05532,-0.036246,0.000417,,
0.008467,-0.031975,0.01963,0.084019,,
0.026195,-0.025092,-0.001137,0.159888,,
0.008129,0.028955,-0.006566,0.085132,,
0.000498,0.012282,-0.000078,0.018624,,
0.000741,0.001699,-0.010896,-0.024883,,
0.017165,0.116759,0.053231,0.026438,,
0.063434,-0.169643,-0.006534,-0.186045,,
0.03052,-0.091621,0.040854,0.143026,,
0.010105,-0.074657,-0.005884,0.067057,,
0.006584,-0.07988,0.002498,0.014047,,
0.000255,0.00224,-0.015206,-0.004342,,
0.006919,-0.071313,0.035219,-0.024362,,
0.000257,0.002984,-0.015001,0.004843,,
0.00168,0.030737,-0.022526,0.015094,,
0.016067,0.114076,-0.054727,-0.007678,,
0.010792,0.012896,0.086337,0.056318,,
0.00411,-0.047344,0.007254,0.042608,,
0.001538,-0.019017,-0.015804,0.030434,,
0.000957,-0.009668,-0.018483,-0.022837,,
0.004909,0.00126,-0.017064,-0.067943,,
0.002187,0.015318,0.000771,-0.044174,,
0.000355,-0.00921,-0.016101,0.003337,,
0.000386,-0.009476,-0.013132,-0.011106,,
0.000548,-0.014862,-0.016429,-0.007591,,
0.001372,-0.033033,-0.013812,-0.009482,,
0.002748,0.00447,-0.007043,-0.051756,,
0.003323,-0.044368,0.012153,-0.034735,,
0.010357,0.006485,-0.000613,0.101562,,
0.012199,-0.004575,-0.013954,-0.109467,,
0.000912,-0.00892,-0.011792,-0.026336,,
0.002657,0.014219,-0.016382,-0.046754,,
0.000584,0.021394,0.006042,0.009495,,
0.002829,-0.031379,-0.010597,-0.041619,,
0.002124,-0.031906,-0.032969,-0.004377,,
0.000147,-0.010281,0.001628,-0.006209,,
0.003242,0.013636,0.005067,-0.055048,,
0.000837,0.00633,0.02121,-0.018628,,
0.004508,-0.00294,-0.007031,-0.066704,,
0.001592,0.012829,-0.009001,-0.036691,,
0.00562,0.009492,-0.030853,-0.067663,,
0.000162,-0.012479,-0.001003,-0.002363,,
0.001041,0.032033,-0.001582,0.003514,,
0.006819,-0.001696,-0.012405,-0.081622,,
0.000529,-0.006712,-0.01665,-0.014385,,
0.000206,-0.009811,0.006595,0.008124,,
0.002729,0.004515,-0.032491,-0.04066,,
0.001004,0.004371,0.018814,-0.025123,,
0.001953,-0.00263,-0.021802,-0.038356,,
0.000203,-0.001522,-0.001347,-0.014112,,
0.000657,0.001534,0.009817,0.023628,,
0.005362,-0.040981,-0.041681,0.044102,,
0.00014,0.005331,-0.010313,-0.00232,,
0.000231,-0.009424,0.001112,-0.011862,,
0.000125,0.003533,-0.006522,0.008341,,
0.000571,0.011857,-0.003635,0.020424,,
0.005149,0.014029,-0.018952,-0.067775,,
0.00076,-0.012546,0.016237,-0.018412,,
0.004029,0.049582,0.00466,-0.039355,,
0.095989,0.062905,-0.182701,-0.242183,,
0.005008,-0.017079,0.038418,-0.056921,,
0.011718,-0.078701,-0.050305,-0.054712,,
0.003244,0.018713,-0.020459,-0.049753,,
0.002328,0.041722,-0.023296,0.006681,,
0.000686,-0.016514,0.003101,-0.02009,,
0.035994,-0.120574,-0.019094,-0.145229,,
0.009266,-0.051967,-0.010605,-0.080329,,
0.006803,0.063839,-0.03939,0.03429,,
0.048972,0.113899,-0.048867,-0.183335,,
0.051383,-0.031864,0.043596,-0.220153,,
0.009,-0.069778,-0.064256,0.001588,,
0.007929,-0.013492,0.015483,-0.086642,,
0.009158,0.010561,0.029732,-0.090344,,
0.00695,-0.044991,-0.031704,-0.062616,,
0.000643,-0.014366,-0.012607,-0.016654,,
0.000452,-0.01216,0.00358,-0.017064,,
0.004829,-0.01257,-0.026806,-0.062866,,
0.00322,0.001537,0.004268,-0.056567,,
0.01776,0.046241,-0.043293,-0.117249,,
0.001382,-0.018116,-0.032359,-0.002555,,
0.013924,-0.044836,0.108218,-0.014232,,
0.006562,0.052027,-0.060902,0.012069,,
0.101326,0.089247,0.04069,0.302828,,
0.013306,0.029992,0.026502,-0.108186,,
0.004604,0.058759,-0.010445,-0.032279,,
0.002076,0.009261,-0.018202,0.040728,,
0.000883,0.00483,0.018899,-0.022409,,
0.002676,0.015171,0.002564,-0.049387,,
0.003021,-0.023792,-0.0351,-0.034972,,
0.001179,0.026352,-0.020927,0.006827,,
0.007237,0.078168,-0.009321,0.032246,,
0.007748,-0.030866,-0.046825,-0.067845,,
0.006013,0.044862,0.010861,0.062313,,
0.017339,-0.037311,-0.116881,-0.047811,,
0.002239,0.040785,0.00543,-0.023374,,
0.000038,0.001517,0.004956,-0.003342,,
0.01614,-0.052274,0.012946,-0.115062,,
0.003832,-0.001417,0.044206,0.04331,,
0.001115,0.002675,0.018376,-0.027756,,
0.003006,0.054596,0.003593,-0.003559,,
0.001894,0.014798,0.019719,-0.035865,,
0.002177,-0.019761,-0.015192,-0.039438,,
0.001164,0.026985,-0.010875,-0.017833,,
0.000538,0.013682,0.011603,0.014694,,
0.002795,-0.038406,-0.02402,0.027253,,
0.001995,-0.036375,0.025789,0.002701,,
0.001745,-0.027356,-0.030371,0.008597,,
0.016321,-0.023853,-0.010907,0.125034,,
0.002762,0.017873,0.005714,0.049088,,
0.000723,-0.014502,-0.00112,-0.022609,,
0.007332,-0.036393,-0.016736,-0.075679,,
0.00076,-0.023939,-0.012163,-0.006216,,
0.014166,-0.083359,0.039314,-0.075312,,
0.003167,-0.042132,-0.018793,0.032234,,
0.003823,-0.015886,0.027886,0.052847,,
0.000647,-0.025134,0.000397,0.00387,,
0.000108,0.000968,0.006825,-0.007761,,
0.001122,0.03318,0.001119,-0.004427,,
0.003281,0.030596,-0.044682,-0.018666,,
0.00054,0.01283,-0.013527,0.013885,,
0.001945,0.043504,-0.001841,0.006974,,
0.001022,0.026333,-0.017935,0.002569,,
0.005671,0.005025,-0.012046,-0.074168,,
0.001576,0.017442,0.004134,-0.035421,,
0.003492,0.007876,-0.011148,-0.057499,,
0.000709,-0.006622,-0.017583,0.018862,,
0.000273,-0.008367,-0.009189,-0.010872,,
0.001691,-0.004121,-0.000753,-0.040904,,
0.004071,-0.00046,0.009594,0.063076,,
0.012192,0.011923,0.013847,0.108895,,
0.001668,-0.016637,-0.010642,-0.035751,,
0.004673,-0.00487,-0.005147,0.06799,,
0.00065,0.013679,0.021412,-0.002085,,
0.000185,0.003383,0.010823,0.007503,,
0.000911,0.005936,0.015047,0.025489,,
0.000866,-0.028201,-0.008071,0.002302,,
0.021689,0.002339,0.000794,-0.147252,,
0.003418,0.023079,-0.010293,-0.052722,,
0.006748,0.016913,0.02974,0.074681,,
0.000397,0.011561,0.009668,-0.013038,,
0.001553,-0.025967,0.025397,-0.015302,,
0.008034,0.011869,0.02299,0.085816,,
0.000392,0.001,-0.019076,-0.005195,0, Max Velocity Reached
0.012305,-0.014761,0.000748,-0.109937,,
0.007195,-0.005205,0.013837,0.083523,,
0.00109,0.000222,0.025718,0.020705,,
0.057216,-0.107047,0.014413,-0.213421,,
0.040455,-0.098808,0.137105,-0.109061,,
0.008018,-0.012984,0.070915,0.053112,,
0.020957,0.002297,-0.007886,0.144531,,
0.012003,-0.048986,-0.05437,0.081533,,
0.001228,-0.026582,0.022645,0.002946,,
0.000393,-0.006608,0.001009,-0.018657,,
0.002611,0.042152,0.028849,-0.001412,,
0.004382,0.001698,-0.026146,-0.060794,,
0.00421,0.009627,0.021982,0.060285,,
0.005414,0.005186,0.02657,-0.06842,,
0.003285,0.017746,0.029476,-0.045844,,
0.002112,0.011573,-0.030295,0.032565,,
0.000371,-0.001631,-0.007307,-0.01776,,
0.005437,0.006986,-0.008393,-0.07292,,
